student_id,age,gender,state,family_income,high_school_gpa,sat_score,act_score,attendance_rate,ap_courses,extracurricular_count,volunteer_hours,leadership_positions,coding_projects,social_media_hours,online_certifications,essay_score,recommendation_score,interview_score,admission_status
798333,19,Male,Illinois,38560,2.75,982,31,97.8,3,2,111,1,0,4.3,2,69.0,77.5,73.0,0
695908,20,Female,North Carolina,95271,3.58,870,23,90.2,2,4,75,0,3,8.0,1,72.7,84.3,82.1,1
46442,17,Male,California,85893,3.32,1140,24,86.9,3,5,58,2,7,1.1,1,100.0,73.3,77.9,1
22853,16,Female,Georgia,76942,3.0,1358,22,84.4,3,5,168,1,3,6.1,4,72.4,76.7,99.3,1
899125,18,Male,California,58597,3.53,1346,34,80.0,5,4,170,0,2,6.8,6,67.6,84.5,93.1,1
538901,22,Female,North Carolina,131162,4.0,1018,21,96.4,8,3,56,0,3,4.3,2,75.3,77.4,83.3,1
747914,22,Female,Texas,58219,3.15,914,9,96.5,3,4,36,1,0,5.5,4,59.7,78.3,92.2,0
583766,17,Male,Texas,126462,3.53,1566,20,84.5,3,2,135,1,3,3.2,3,62.7,75.3,25.1,1
710819,16,Male,New York,25043,3.2,939,32,93.4,1,3,80,0,3,2.0,0,59.2,76.8,80.5,1
182991,22,Female,Virginia,92638,3.88,966,26,90.2,3,2,80,2,3,6.5,0,80.5,71.1,74.7,1
736282,18,Female,New York,68385,3.7,849,29,91.2,1,4,93,1,2,4.3,1,73.6,75.3,87.9,1
999160,19,Female,Washington,131695,2.82,1188,25,91.7,5,3,100,0,2,7.7,4,74.0,75.6,100.0,1
856042,21,Female,Virginia,151851,2.88,1166,23,100.0,3,3,71,3,2,5.6,1,83.6,81.0,65.1,1
60132,22,Male,Virginia,41200,2.9,1121,18,94.7,2,3,41,1,2,5.0,4,77.7,76.4,60.2,1
711152,21,Female,Florida,195798,3.14,1279,26,89.0,2,3,42,1,0,5.4,0,87.4,69.2,59.3,1
778912,19,Male,California,62582,2.99,876,34,81.5,3,1,144,1,1,5.4,2,65.0,69.1,60.2,1
812721,20,Male,Florida,43074,3.4,997,33,98.5,0,13,118,2,2,5.6,2,62.2,78.5,65.0,1
230058,19,Male,New York,146603,3.16,741,27,98.0,4,3,125,1,5,6.2,3,77.0,70.2,61.7,1
5325,22,Female,Ohio,94352,2.22,1220,28,94.8,3,5,134,1,3,3.8,5,89.7,90.8,97.5,1
458121,16,Female,Illinois,84434,3.76,946,32,84.9,0,1,43,1,1,5.7,4,81.9,78.9,64.9,1
472288,22,Female,New York,31185,4.0,1251,23,84.0,3,2,156,4,2,3.2,4,74.7,74.3,64.4,1
351628,16,Male,Texas,58567,4.0,1188,25,100.0,0,4,71,0,0,4.6,1,65.7,71.0,60.6,1
557339,19,Male,Washington,46440,3.52,1096,35,100.0,6,0,76,1,5,3.8,2,66.0,62.5,76.3,1
562513,20,Female,North Carolina,35482,3.7,1417,19,99.4,7,6,108,3,2,7.0,5,71.8,84.7,76.7,1
970785,20,Female,Washington,60307,2.38,784,14,100.0,3,8,36,3,1,6.2,4,87.4,91.8,88.0,1
404969,16,Male,California,77386,3.21,943,23,92.1,5,4,216,1,2,4.2,4,72.5,78.0,65.6,1
422002,18,Female,California,63039,3.57,1263,18,84.6,1,6,35,2,3,4.4,4,70.4,74.7,82.1,1
745901,21,Female,Georgia,61525,3.73,1018,20,86.2,2,4,84,1,3,5.4,3,78.7,85.0,85.0,1
458184,20,Female,Florida,53773,3.16,1075,26,87.7,2,1,107,0,4,5.1,2,90.3,60.9,77.0,1
749237,16,Female,Florida,41051,2.24,945,28,86.8,2,7,104,1,2,3.1,2,86.0,56.9,71.0,0
860587,17,Male,New York,184399,3.24,962,24,100.0,3,6,106,2,2,7.7,0,85.1,80.4,82.6,1
842967,18,Female,New York,34575,2.32,1074,27,86.2,3,6,63,1,2,3.8,4,88.2,73.7,100.0,1
199810,22,Male,Florida,56558,3.4,1177,29,84.2,2,1,151,1,2,5.8,2,79.9,88.2,69.8,1
399504,19,Male,Ohio,84569,3.19,1211,27,83.8,5,3,24,2,0,9.0,2,91.5,76.9,58.3,1
355167,19,Other,Florida,32358,3.51,1076,29,79.8,3,7,137,2,3,0.9,2,74.0,84.4,91.5,1
674520,22,Male,New York,155372,2.94,984,32,91.7,2,4,98,2,0,7.0,2,69.0,90.9,82.3,1
937177,20,Female,Washington,37085,4.0,1061,24,91.2,3,1,116,1,2,4.2,0,74.6,100.0,96.3,1
318831,22,Female,Florida,96518,3.83,1066,12,92.3,3,9,110,1,2,0.7,4,76.5,83.0,84.1,1
709512,22,Other,Georgia,98648,2.98,1016,23,92.9,3,9,118,2,6,3.5,1,79.3,64.9,71.1,1
710004,18,Female,Virginia,58349,2.27,1033,25,87.8,1,3,72,0,5,3.0,4,85.8,93.4,67.3,0
588402,21,Female,North Carolina,88323,3.0,1165,30,100.0,5,3,142,2,1,2.6,1,68.5,97.8,81.3,1
411219,19,Male,Texas,66182,2.79,1278,25,94.9,2,5,21,1,4,2.5,2,78.8,79.2,56.5,1
468866,22,Female,Texas,38870,1.96,1021,16,91.9,4,4,50,2,2,5.3,2,68.2,88.5,100.0,1
285238,22,Male,Florida,66494,3.32,1003,12,97.6,3,7,36,2,4,3.6,1,65.7,79.1,87.9,1
540799,17,Male,New York,77238,2.71,1576,27,93.2,3,6,109,0,0,6.2,4,79.7,92.0,68.7,1
278505,21,Other,North Carolina,43924,3.06,1370,23,82.0,4,2,178,2,3,6.6,1,58.2,79.8,77.4,1
861335,20,Male,North Carolina,139991,3.1,1111,33,90.6,2,5,46,2,1,6.3,1,72.7,79.8,69.5,1
860784,20,Male,Florida,41228,2.73,1076,27,86.5,4,3,76,2,1,7.3,3,56.7,86.6,94.9,0
976421,19,Female,Washington,193857,3.26,1095,28,91.4,1,5,69,1,2,3.3,1,68.4,72.3,64.9,1
22462,21,Male,Florida,41982,3.1,646,22,87.9,1,4,107,0,6,3.8,2,64.5,65.9,50.8,0
109266,19,Female,Ohio,51590,3.7,1204,28,100.0,3,4,145,1,1,5.2,1,83.8,66.7,81.4,1
264903,19,Male,New York,48036,3.37,1030,36,79.0,3,4,91,0,2,2.3,1,52.2,93.6,64.0,1
806060,16,Male,North Carolina,282527,3.4,958,32,92.2,1,5,40,4,1,6.9,2,65.7,82.4,69.7,1
22593,19,Male,New York,25709,3.52,979,29,94.0,4,6,76,2,4,6.8,4,80.2,64.0,85.3,1
537219,17,Male,Texas,60374,3.88,1256,30,100.0,5,6,95,1,1,7.8,3,78.3,75.9,69.5,1
815326,21,Male,California,28841,2.85,1184,22,95.0,5,5,110,0,4,3.7,0,79.7,98.3,89.1,1
10926,22,Male,Illinois,50880,3.13,1147,24,87.8,4,4,88,1,4,5.2,4,63.0,84.5,59.1,1
157528,18,Male,North Carolina,100060,3.45,1362,31,95.7,3,6,67,1,1,6.5,3,84.1,72.9,48.4,1
977206,17,Female,Illinois,143208,2.51,1264,25,92.0,3,5,200,1,3,4.3,0,79.1,86.3,69.3,1
964881,18,Male,Texas,70658,2.34,1600,29,83.9,6,3,132,0,1,3.2,2,79.2,67.3,75.8,0
122778,22,Male,Florida,60376,2.89,874,22,89.5,6,5,91,0,3,5.3,2,97.9,85.4,65.9,0
895959,20,Male,North Carolina,45382,3.0,1425,24,89.2,3,8,77,3,0,3.8,0,74.2,80.8,59.5,1
104933,21,Male,Georgia,69121,3.5,1132,28,82.1,2,4,136,1,3,3.0,2,59.7,91.1,89.2,1
381392,19,Female,Washington,66027,3.21,1230,27,89.2,3,1,190,2,6,7.9,1,71.8,76.7,60.8,1
361329,19,Female,Illinois,165283,2.99,1193,24,85.2,3,5,117,2,0,5.2,3,85.5,88.7,60.5,1
590630,16,Male,Georgia,34498,2.32,878,20,100.0,1,4,76,1,5,3.0,1,70.3,84.1,72.8,0
50682,19,Male,Texas,52733,3.01,917,28,89.6,3,3,159,1,1,5.7,0,60.5,75.1,48.3,0
47650,17,Male,Florida,61210,3.19,1085,29,94.5,3,1,88,1,2,3.2,1,71.4,79.1,76.4,1
417236,21,Male,Texas,25036,2.9,1098,22,92.9,2,4,53,0,2,3.8,4,66.9,56.8,71.2,1
999398,22,Male,Illinois,54984,2.18,1357,22,91.9,2,7,60,1,5,4.7,4,79.7,73.9,70.4,1
563056,20,Male,Virginia,61637,1.93,1237,31,94.2,11,4,94,2,1,3.3,1,75.5,84.2,67.4,0
997737,17,Male,Virginia,43547,3.47,1167,29,96.7,6,10,103,0,1,0.0,3,53.6,81.3,69.6,1
385942,20,Female,Florida,39152,3.41,1137,23,95.8,5,2,249,2,3,3.6,0,79.3,73.6,52.8,1
72619,18,Female,North Carolina,151855,2.77,1112,31,92.2,2,6,73,1,3,4.7,0,65.8,83.3,89.3,1
958223,16,Male,Illinois,132678,3.07,1417,22,89.8,5,6,123,0,1,6.0,3,73.8,70.5,69.6,1
840092,19,Male,Washington,58021,4.0,975,30,96.2,3,6,56,1,2,2.0,2,89.1,78.6,49.9,1
742781,18,Female,Florida,26049,2.86,1266,25,98.4,2,6,116,3,1,3.0,2,59.2,84.3,87.2,1
275149,16,Male,Virginia,34254,3.86,1155,21,97.8,4,4,62,1,2,6.5,0,87.2,62.3,71.6,1
399487,16,Male,New York,65707,3.36,1548,20,87.9,2,6,82,0,5,5.6,3,67.8,71.2,73.3,1
377829,22,Male,Washington,113447,3.22,647,23,100.0,4,5,72,0,2,4.2,2,89.1,75.1,89.3,1
788718,21,Male,Illinois,47363,3.37,1497,19,89.0,2,9,152,2,0,3.5,1,93.9,75.4,65.4,1
630947,17,Male,Georgia,147518,2.98,722,24,88.0,1,1,59,2,3,4.2,3,84.9,73.4,94.3,1
336662,22,Male,North Carolina,128545,3.3,1266,9,88.6,3,5,126,0,1,5.1,1,72.3,76.4,53.4,1
413382,20,Female,Florida,18489,3.01,835,27,88.8,3,1,120,2,5,4.8,0,71.4,99.8,63.9,1
525552,17,Male,Texas,150301,2.72,971,10,96.4,3,4,86,0,4,5.1,4,70.8,92.6,81.0,1
525329,18,Male,Illinois,103337,2.47,976,28,86.8,4,4,103,1,1,3.6,1,88.2,79.5,73.3,1
884228,18,Female,North Carolina,31338,3.82,1165,22,100.0,3,6,195,3,1,0.5,4,86.9,82.5,69.4,1
493090,16,Female,Illinois,134021,3.44,1237,22,98.1,2,1,255,1,2,5.2,4,60.1,60.6,67.0,1
169953,17,Male,Florida,35006,3.27,1352,28,100.0,1,4,99,2,2,5.0,1,45.9,73.1,66.9,1
851090,16,Male,Georgia,38764,3.16,1175,29,92.5,5,6,233,1,2,5.1,1,69.3,54.2,41.4,1
4176,19,Female,California,62398,2.98,836,26,96.7,3,4,93,1,4,2.9,0,74.7,73.4,90.7,1
950420,18,Female,Virginia,104829,2.79,1230,20,97.5,5,4,32,1,0,3.4,4,82.0,81.4,74.2,0
330321,17,Female,Illinois,80640,3.23,1070,18,88.7,4,5,115,1,2,5.2,1,82.6,72.9,71.1,1
738691,18,Male,New York,36534,3.61,1136,30,100.0,1,3,48,0,3,3.5,0,54.5,81.4,68.6,1
307536,18,Male,Texas,39897,4.0,1092,26,90.6,2,4,82,0,1,5.4,1,77.5,73.0,85.0,1
294410,20,Male,North Carolina,48169,3.16,1074,26,80.8,2,5,115,0,2,5.2,2,95.2,67.0,70.5,1
932958,18,Female,Illinois,30203,3.53,1302,30,77.7,4,9,80,0,4,6.2,4,65.2,84.1,66.4,1
95905,20,Male,Virginia,53981,2.57,769,24,88.2,1,2,103,2,1,5.6,0,68.5,66.1,95.2,1
488060,20,Female,Florida,76420,3.84,1122,15,98.2,1,0,26,1,2,1.0,1,82.2,70.1,61.8,1
887303,17,Male,North Carolina,56751,3.5,1264,22,91.0,3,0,80,2,4,5.8,4,65.8,71.4,55.5,0
923055,20,Male,Illinois,141290,3.57,1253,19,89.6,4,10,147,2,2,4.6,1,56.9,77.0,95.8,1
410177,20,Male,Georgia,137508,3.65,853,23,96.0,1,3,68,0,1,0.8,6,59.1,61.5,66.9,1
337088,16,Male,Illinois,54409,2.94,1251,27,95.4,2,7,170,1,4,6.0,3,73.6,63.4,89.2,1
888733,21,Male,Ohio,56911,3.19,1535,24,90.3,2,4,42,1,2,4.0,0,62.7,76.2,59.9,1
210631,16,Female,Ohio,47846,2.29,1097,22,81.3,2,2,85,0,2,0.0,0,74.6,79.2,79.7,1
336375,18,Female,North Carolina,55173,3.41,1223,14,91.5,4,4,159,1,2,7.3,1,66.0,75.2,90.5,1
101965,22,Female,North Carolina,87160,3.39,648,34,78.0,5,3,40,0,0,5.2,2,60.0,76.7,98.0,0
164422,22,Female,Texas,34967,4.0,1021,25,79.1,3,2,119,0,3,4.0,2,90.7,74.3,77.6,1
13167,16,Female,Texas,136448,3.15,1221,20,87.7,4,5,116,2,2,2.2,1,70.6,77.3,58.9,0
388737,16,Male,Virginia,109675,3.29,1013,20,90.3,4,3,118,0,3,4.3,0,63.0,68.6,53.3,1
135492,19,Male,Texas,65502,2.97,1022,26,97.2,2,4,102,3,2,3.5,2,83.6,83.4,67.7,1
409431,20,Female,Texas,59123,3.68,1044,32,100.0,2,4,130,2,3,1.0,1,66.2,74.7,89.6,1
435560,18,Male,New York,19906,4.0,1094,25,96.3,3,5,70,2,1,3.5,0,64.6,84.5,61.3,1
196168,20,Male,North Carolina,27501,3.7,1124,19,91.7,1,3,135,4,2,4.5,2,74.7,73.5,57.8,1
307770,22,Other,Washington,290221,3.51,1163,26,96.4,6,4,70,1,0,3.8,3,71.0,70.2,63.9,1
605118,19,Female,Washington,87305,2.91,1090,21,84.5,3,5,84,2,1,5.2,3,67.1,83.8,63.3,1
45076,19,Female,Illinois,85399,2.41,1279,21,93.2,3,4,86,1,1,6.2,3,74.5,98.8,58.1,1
208700,16,Female,Ohio,102307,2.87,1204,31,96.5,3,6,128,0,3,6.1,1,81.3,89.7,88.9,1
840740,20,Male,California,36250,2.41,1303,19,89.7,1,5,108,0,5,0.0,2,78.8,69.3,75.7,1
131443,22,Female,Virginia,66103,3.7,1418,22,79.9,7,1,33,1,2,5.5,0,66.1,77.2,55.2,1
874150,21,Female,Ohio,34509,3.78,971,19,92.3,2,6,65,2,2,1.0,1,74.9,76.9,83.0,1
819302,17,Female,California,31425,2.89,1194,26,87.4,4,4,133,0,3,6.2,1,68.2,64.9,82.3,1
232830,17,Female,Illinois,193109,3.03,1106,18,96.8,3,3,148,0,2,4.6,4,87.1,74.2,52.9,1
174644,21,Male,Ohio,37317,2.79,905,15,88.6,2,2,123,1,0,1.6,2,63.8,70.0,72.0,0
37813,22,Female,Georgia,149325,3.56,1600,16,93.2,1,4,87,1,0,6.2,4,76.0,79.7,73.6,1
343726,17,Male,Florida,33006,3.15,829,22,92.4,4,6,56,1,2,3.8,3,95.9,82.8,78.6,0
832457,20,Male,Washington,43738,3.06,1123,28,98.1,6,1,122,1,0,5.2,1,92.4,84.7,54.5,1
732140,22,Female,Texas,91239,3.57,1225,18,97.9,1,4,147,0,3,5.1,0,95.0,64.5,62.7,1
31904,17,Male,Ohio,63961,3.07,966,22,92.7,4,5,78,3,2,3.1,1,79.6,83.8,65.1,1
372494,20,Female,Ohio,53952,3.26,993,18,85.7,4,1,124,0,4,6.4,4,73.4,69.4,52.3,1
624232,19,Male,Ohio,62821,3.18,602,29,83.1,4,5,139,0,1,5.8,3,79.2,58.0,100.0,0
282480,20,Female,Ohio,12843,3.58,834,12,91.8,1,3,108,1,1,2.4,2,67.4,99.6,94.0,1
449187,19,Male,Illinois,50965,4.0,728,23,100.0,2,5,60,1,0,5.1,4,86.2,88.1,83.2,1
498898,22,Female,Texas,113827,2.71,873,24,93.4,4,4,58,2,0,2.8,3,98.6,80.9,73.2,1
945802,17,Male,California,42392,3.41,964,25,94.9,2,4,79,1,0,1.0,1,75.4,72.5,63.1,1
339977,19,Male,Virginia,140993,3.19,897,15,90.3,3,5,59,0,2,8.6,3,78.3,79.1,97.2,0
287665,17,Female,California,76123,3.48,1323,27,91.0,3,6,131,1,1,6.1,4,73.6,89.8,91.1,1
972885,22,Male,Texas,34838,3.86,923,25,97.1,3,4,103,1,2,6.1,0,75.4,70.2,81.1,1
821529,19,Female,Georgia,59824,2.3,1257,20,95.9,5,9,51,3,0,5.3,3,96.1,81.0,98.1,1
384416,16,Male,Washington,32557,3.32,1285,24,93.3,2,6,73,1,1,3.8,1,66.5,82.2,74.3,1
539463,22,Male,Georgia,38785,2.49,1283,25,75.3,3,5,82,2,0,3.7,2,60.2,75.8,65.8,1
607633,22,Female,California,131587,3.06,1478,25,95.9,4,5,98,0,2,3.1,0,62.7,57.1,76.7,1
292951,22,Female,Virginia,59725,3.28,1444,22,83.2,3,8,95,1,3,5.5,3,73.0,80.0,100.0,1
457654,18,Male,California,38859,2.46,1298,24,93.5,3,6,76,1,3,5.0,2,85.6,86.0,62.4,1
548014,21,Male,North Carolina,50071,3.62,1156,24,89.8,2,2,75,1,2,3.7,1,79.5,68.0,78.8,1
19481,21,Female,Illinois,32412,2.07,676,25,81.3,3,5,60,0,2,4.8,0,83.0,73.9,59.0,0
824614,22,Male,Virginia,20841,3.35,1324,13,99.2,5,3,122,1,1,6.4,1,85.0,85.4,73.2,1
292651,22,Male,New York,86790,3.8,1391,32,90.3,4,1,143,1,2,2.4,1,66.0,89.1,49.2,1
730977,20,Female,Ohio,75936,2.97,1081,22,90.9,2,2,208,4,1,5.1,4,82.2,85.7,58.7,1
266905,18,Female,Illinois,35168,2.4,1381,20,93.4,2,4,102,2,3,2.0,3,82.4,45.4,77.8,1
125911,21,Female,Illinois,99575,3.35,1278,25,94.6,6,6,61,2,2,7.4,0,51.5,60.1,53.0,1
628818,22,Male,Ohio,54901,3.19,932,34,85.8,3,1,43,0,5,6.8,2,100.0,78.0,85.0,1
529084,18,Male,North Carolina,64763,3.01,991,18,81.4,3,3,91,1,2,3.0,1,66.5,87.8,71.8,1
368160,19,Female,Ohio,128154,3.8,885,16,100.0,2,2,113,1,2,2.9,1,81.2,78.5,76.4,1
562282,18,Male,Ohio,51914,3.5,1145,27,87.6,3,4,145,0,1,5.5,0,74.9,70.6,67.7,1
758350,16,Female,New York,157147,2.23,1122,22,89.5,1,2,85,2,3,4.4,2,77.7,81.3,57.5,1
27364,22,Male,New York,28950,3.86,1024,28,94.4,4,4,106,1,3,6.3,3,63.1,89.8,41.7,1
648868,21,Female,California,108843,2.88,1192,12,99.6,0,4,171,5,2,5.0,4,78.8,94.8,69.9,1
393305,19,Male,Ohio,58419,3.68,1404,24,86.3,3,1,49,0,1,6.3,4,68.5,91.3,94.3,1
658689,21,Male,Virginia,50543,3.95,1389,23,95.1,1,3,109,1,3,5.3,1,70.1,87.0,80.4,1
