id,name,photo,type,reason,team_name
37724,C. Summerville,https://media.api-sports.io/football/players/37724.png,Questionable,Injury,West Ham
727,R. Nelson,https://media.api-sports.io/football/players/727.png,Missing Fixture,Thigh Injury,Fulham
657,K. Tete,https://media.api-sports.io/football/players/657.png,Missing Fixture,Knee Injury,Fulham
22149,I. Sangare,https://media.api-sports.io/football/players/22149.png,Missing Fixture,Foot Injury,Nottingham Forest
284,J. Gomez,https://media.api-sports.io/football/players/284.png,Missing Fixture,Hamstring Injury,Liverpool
51617,D. Nunez,https://media.api-sports.io/football/players/51617.png,Missing Fixture,Yellow Cards,Liverpool
138822,A. Broja,https://media.api-sports.io/football/players/138822.png,Missing Fixture,Ankle Injury,Everton
330412,Chermiti,https://media.api-sports.io/football/players/330412.png,Missing Fixture,Thigh Injury,Everton
895,J. Garner,https://media.api-sports.io/football/players/895.png,Missing Fixture,Lower Back Injury,Everton
284500,T. Iroegbunam,https://media.api-sports.io/football/players/284500.png,Missing Fixture,Ankle Injury,Everton
18929,D. McNeil,https://media.api-sports.io/football/players/18929.png,Missing Fixture,Knee Injury,Everton
18758,S. Coleman,https://media.api-sports.io/football/players/18758.png,Questionable,Calf Injury,Everton
2287,R. Barkley,https://media.api-sports.io/football/players/2287.png,Missing Fixture,Calf Injury,Aston Villa
19191,J. McGinn,https://media.api-sports.io/football/players/19191.png,Missing Fixture,Thigh Injury,Aston Villa
46815,P. Torres,https://media.api-sports.io/football/players/46815.png,Missing Fixture,Foot Injury,Aston Villa
21090,Diego Carlos,https://media.api-sports.io/football/players/21090.png,Questionable,Ankle Injury,Aston Villa
1135,O. Edouard,https://media.api-sports.io/football/players/1135.png,Missing Fixture,Loan agreement,Leicester
303467,I. Fatawu,https://media.api-sports.io/football/players/303467.png,Missing Fixture,Knee Injury,Leicester
15870,M. Hermansen,https://media.api-sports.io/football/players/15870.png,Missing Fixture,Muscle Injury,Leicester
18786,W. Ndidi,https://media.api-sports.io/football/players/18786.png,Missing Fixture,Thigh Injury,Leicester
405905,N. Opoku,https://media.api-sports.io/football/players/405905.png,Missing Fixture,Broken Leg,Leicester
18771,R. Pereira,https://media.api-sports.io/football/players/18771.png,Missing Fixture,Thigh Injury,Leicester
1440,R. Holding,https://media.api-sports.io/football/players/1440.png,Missing Fixture,Coach's decision,Crystal Palace
311157,Matheus Franca,https://media.api-sports.io/football/players/311157.png,Missing Fixture,Muscle Injury,Crystal Palace
288102,A. Wharton,https://media.api-sports.io/football/players/288102.png,Missing Fixture,Groin Injury,Crystal Palace
18778,H. Barnes,https://media.api-sports.io/football/players/18778.png,Missing Fixture,Thigh Injury,Newcastle
18894,J. Lascelles,https://media.api-sports.io/football/players/18894.png,Missing Fixture,Knee Injury,Newcastle
18911,N. Pope,https://media.api-sports.io/football/players/18911.png,Missing Fixture,Knee Injury,Newcastle
2939,C. Wilson,https://media.api-sports.io/football/players/2939.png,Missing Fixture,Thigh Injury,Newcastle
385726,E. Gonzalez,https://media.api-sports.io/football/players/385726.png,Missing Fixture,Knee Injury,Wolves
7722,S. Kalajdzic,https://media.api-sports.io/football/players/7722.png,Missing Fixture,Knee Injury,Wolves
195717,Y. Mosquera,https://media.api-sports.io/football/players/195717.png,Missing Fixture,Knee Injury,Wolves
41606,Toti,https://media.api-sports.io/football/players/41606.png,Missing Fixture,Thigh Injury,Wolves
157912,B. Traore,https://media.api-sports.io/football/players/157912.png,Missing Fixture,Knee Injury,Wolves
643,Gabriel Jesus,https://media.api-sports.io/football/players/643.png,Missing Fixture,Knee Injury,Arsenal
313236,E. Nwaneri,https://media.api-sports.io/football/players/313236.png,Missing Fixture,Muscle Injury,Arsenal
1460,B. Saka,https://media.api-sports.io/football/players/1460.png,Missing Fixture,Thigh Injury,Arsenal
2597,T. Tomiyasu,https://media.api-sports.io/football/players/2597.png,Missing Fixture,Knee Injury,Arsenal
19959,B. White,https://media.api-sports.io/football/players/19959.png,Missing Fixture,Knee Injury,Arsenal
157052,R. Calafiori,https://media.api-sports.io/football/players/157052.png,Questionable,Muscle Injury,Arsenal
863,R. Bentancur,https://media.api-sports.io/football/players/863.png,Missing Fixture,Concussion,Tottenham
164,B. Davies,https://media.api-sports.io/football/players/164.png,Missing Fixture,Thigh Injury,Tottenham
336564,W. Odobert,https://media.api-sports.io/football/players/336564.png,Missing Fixture,Thigh Injury,Tottenham
30776,C. Romero,https://media.api-sports.io/football/players/30776.png,Missing Fixture,Thigh Injury,Tottenham
204039,D. Udogie,https://media.api-sports.io/football/players/204039.png,Missing Fixture,Thigh Injury,Tottenham
31354,G. Vicario,https://media.api-sports.io/football/players/31354.png,Missing Fixture,Broken ankle,Tottenham
1166,T. Werner,https://media.api-sports.io/football/players/1166.png,Missing Fixture,Muscle Injury,Tottenham
152849,M. van de Ven,https://media.api-sports.io/football/players/152849.png,Missing Fixture,Thigh Injury,Tottenham
18932,F. Forster,https://media.api-sports.io/football/players/18932.png,Questionable,Health problems,Tottenham
20007,C. Chaplin,https://media.api-sports.io/football/players/20007.png,Missing Fixture,Knee Injury,Ipswich
19365,C. Ogbene,https://media.api-sports.io/football/players/19365.png,Missing Fixture,Calf Injury,Ipswich
17579,S. Szmodics,https://media.api-sports.io/football/players/17579.png,Missing Fixture,Ankle Injury,Ipswich
19182,A. Tuanzebe,https://media.api-sports.io/football/players/19182.png,Missing Fixture,Hamstring Injury,Ipswich
129643,E. Ferguson,https://media.api-sports.io/football/players/129643.png,Missing Fixture,Ankle Injury,Brighton
278370,D. Gomez,https://media.api-sports.io/football/players/278370.png,Missing Fixture,Inactive,Brighton
305730,J. Hinshelwood,https://media.api-sports.io/football/players/305730.png,Missing Fixture,Knee Injury,Brighton
7600,Igor,https://media.api-sports.io/football/players/7600.png,Missing Fixture,Thigh Injury,Brighton
1361,F. Kadioglu,https://media.api-sports.io/football/players/1361.png,Missing Fixture,Toe Injury,Brighton
296,J. Milner,https://media.api-sports.io/football/players/296.png,Missing Fixture,Thigh Injury,Brighton
92993,M. Wieffer,https://media.api-sports.io/football/players/92993.png,Missing Fixture,Thigh Injury,Brighton
886,D. Dalot,https://media.api-sports.io/football/players/886.png,Missing Fixture,Red Card,Manchester United
18772,J. Evans,https://media.api-sports.io/football/players/18772.png,Missing Fixture,Muscle Injury,Manchester United
889,V. Lindelof,https://media.api-sports.io/football/players/889.png,Missing Fixture,Injury,Manchester United
19220,M. Mount,https://media.api-sports.io/football/players/19220.png,Missing Fixture,Leg Injury,Manchester United
909,M. Rashford,https://media.api-sports.io/football/players/909.png,Missing Fixture,Coach's decision,Manchester United
891,L. Shaw,https://media.api-sports.io/football/players/891.png,Missing Fixture,Calf Injury,Manchester United
18940,J. Stephens,https://media.api-sports.io/football/players/18940.png,Missing Fixture,Knock,Southampton
45078,R. Stewart,https://media.api-sports.io/football/players/45078.png,Missing Fixture,Thigh Injury,Southampton
18778,H. Barnes,https://media.api-sports.io/football/players/18778.png,Missing Fixture,Thigh Injury,Newcastle
18894,J. Lascelles,https://media.api-sports.io/football/players/18894.png,Missing Fixture,Knee Injury,Newcastle
18911,N. Pope,https://media.api-sports.io/football/players/18911.png,Missing Fixture,Knee Injury,Newcastle
2939,C. Wilson,https://media.api-sports.io/football/players/2939.png,Missing Fixture,Thigh Injury,Newcastle
51051,J. Araujo,https://media.api-sports.io/football/players/51051.png,Missing Fixture,Hamstring Injury,Bournemouth
152856,Evanilson,https://media.api-sports.io/football/players/152856.png,Missing Fixture,Foot Injury,Bournemouth
304853,A. Scott,https://media.api-sports.io/football/players/304853.png,Missing Fixture,Knee Injury,Bournemouth
6610,M. Senesi,https://media.api-sports.io/football/players/6610.png,Missing Fixture,Thigh Injury,Bournemouth
37161,L. Sinisterra,https://media.api-sports.io/football/players/37161.png,Missing Fixture,Thigh Injury,Bournemouth
18869,A. Smith,https://media.api-sports.io/football/players/18869.png,Missing Fixture,Leg Injury,Bournemouth
363333,J. Soler,https://media.api-sports.io/football/players/363333.png,Missing Fixture,International duty,Bournemouth
19245,M. Tavernier,https://media.api-sports.io/football/players/19245.png,Missing Fixture,Thigh Injury,Bournemouth
47499,E. Unal,https://media.api-sports.io/football/players/47499.png,Missing Fixture,Knee Injury,Bournemouth
20093,J. Hill,https://media.api-sports.io/football/players/20093.png,Questionable,Thigh Injury,Bournemouth
1119,K. Ajer,https://media.api-sports.io/football/players/1119.png,Missing Fixture,Ankle Injury,Brentford
19362,J. Dasilva,https://media.api-sports.io/football/players/19362.png,Missing Fixture,Knee Injury,Brentford
44871,A. Hickey,https://media.api-sports.io/football/players/44871.png,Missing Fixture,Hamstring Injury,Brentford
19789,E. Pinnock,https://media.api-sports.io/football/players/19789.png,Missing Fixture,Thigh Injury,Brentford
196156,I. Thiago,https://media.api-sports.io/football/players/196156.png,Missing Fixture,Knee Injury,Brentford
382925,R. Trevitt,https://media.api-sports.io/football/players/382925.png,Missing Fixture,Calf Injury,Brentford
284,J. Gomez,https://media.api-sports.io/football/players/284.png,Missing Fixture,Hamstring Injury,Liverpool
2678,Diogo Jota,https://media.api-sports.io/football/players/2678.png,Questionable,Injury,Liverpool
303467,I. Fatawu,https://media.api-sports.io/football/players/303467.png,Missing Fixture,Knee Injury,Leicester
15870,M. Hermansen,https://media.api-sports.io/football/players/15870.png,Missing Fixture,Muscle Injury,Leicester
18786,W. Ndidi,https://media.api-sports.io/football/players/18786.png,Missing Fixture,Thigh Injury,Leicester
405905,N. Opoku,https://media.api-sports.io/football/players/405905.png,Missing Fixture,Broken Leg,Leicester
18771,R. Pereira,https://media.api-sports.io/football/players/18771.png,Missing Fixture,Thigh Injury,Leicester
727,R. Nelson,https://media.api-sports.io/football/players/727.png,Missing Fixture,Thigh Injury,Fulham
657,K. Tete,https://media.api-sports.io/football/players/657.png,Missing Fixture,Knee Injury,Fulham
18819,M. Antonio,https://media.api-sports.io/football/players/18819.png,Missing Fixture,Inactive,West Ham
19428,J. Bowen,https://media.api-sports.io/football/players/19428.png,Missing Fixture,Broken Leg,West Ham
25391,N. Fullkrug,https://media.api-sports.io/football/players/25391.png,Missing Fixture,Leg Injury,West Ham
138,J. Todibo,https://media.api-sports.io/football/players/138.png,Missing Fixture,Injury,West Ham
37724,C. Summerville,https://media.api-sports.io/football/players/37724.png,Questionable,Hamstring Injury,West Ham
1440,R. Holding,https://media.api-sports.io/football/players/1440.png,Missing Fixture,Coach's decision,Crystal Palace
2490,J. Lerma,https://media.api-sports.io/football/players/2490.png,Missing Fixture,Illness,Crystal Palace
311157,Matheus Franca,https://media.api-sports.io/football/players/311157.png,Missing Fixture,Muscle Injury,Crystal Palace
288102,A. Wharton,https://media.api-sports.io/football/players/288102.png,Missing Fixture,Groin Injury,Crystal Palace
643,Gabriel Jesus,https://media.api-sports.io/football/players/643.png,Missing Fixture,Knee Injury,Arsenal
313236,E. Nwaneri,https://media.api-sports.io/football/players/313236.png,Missing Fixture,Muscle Injury,Arsenal
1460,B. Saka,https://media.api-sports.io/football/players/1460.png,Missing Fixture,Thigh Injury,Arsenal
22090,W. Saliba,https://media.api-sports.io/football/players/22090.png,Missing Fixture,Hamstring Injury,Arsenal
2597,T. Tomiyasu,https://media.api-sports.io/football/players/2597.png,Missing Fixture,Knee Injury,Arsenal
19959,B. White,https://media.api-sports.io/football/players/19959.png,Missing Fixture,Knee Injury,Arsenal
157052,R. Calafiori,https://media.api-sports.io/football/players/157052.png,Questionable,Muscle Injury,Arsenal
2287,R. Barkley,https://media.api-sports.io/football/players/2287.png,Missing Fixture,Calf Injury,Aston Villa
21090,Diego Carlos,https://media.api-sports.io/football/players/21090.png,Missing Fixture,Ankle Injury,Aston Villa
19191,J. McGinn,https://media.api-sports.io/football/players/19191.png,Missing Fixture,Thigh Injury,Aston Villa
46815,P. Torres,https://media.api-sports.io/football/players/46815.png,Missing Fixture,Foot Injury,Aston Villa
138822,A. Broja,https://media.api-sports.io/football/players/138822.png,Missing Fixture,Ankle Injury,Everton
330412,Chermiti,https://media.api-sports.io/football/players/330412.png,Missing Fixture,Thigh Injury,Everton
18758,S. Coleman,https://media.api-sports.io/football/players/18758.png,Missing Fixture,Calf Injury,Everton
895,J. Garner,https://media.api-sports.io/football/players/895.png,Missing Fixture,Lower Back Injury,Everton
284500,T. Iroegbunam,https://media.api-sports.io/football/players/284500.png,Missing Fixture,Ankle Injury,Everton
18929,D. McNeil,https://media.api-sports.io/football/players/18929.png,Missing Fixture,Knee Injury,Everton
863,R. Bentancur,https://media.api-sports.io/football/players/863.png,Missing Fixture,Concussion,Tottenham
336564,W. Odobert,https://media.api-sports.io/football/players/336564.png,Missing Fixture,Thigh Injury,Tottenham
30776,C. Romero,https://media.api-sports.io/football/players/30776.png,Missing Fixture,Thigh Injury,Tottenham
18883,D. Solanke,https://media.api-sports.io/football/players/18883.png,Missing Fixture,Knee Injury,Tottenham
204039,D. Udogie,https://media.api-sports.io/football/players/204039.png,Missing Fixture,Thigh Injury,Tottenham
31354,G. Vicario,https://media.api-sports.io/football/players/31354.png,Missing Fixture,Broken ankle,Tottenham
1166,T. Werner,https://media.api-sports.io/football/players/1166.png,Missing Fixture,Muscle Injury,Tottenham
152849,M. van de Ven,https://media.api-sports.io/football/players/152849.png,Missing Fixture,Thigh Injury,Tottenham
18968,Y. Bissouma,https://media.api-sports.io/football/players/18968.png,Questionable,Calf Injury,Tottenham
129711,B. Johnson,https://media.api-sports.io/football/players/129711.png,Questionable,Calf Injury,Tottenham
18772,J. Evans,https://media.api-sports.io/football/players/18772.png,Missing Fixture,Muscle Injury,Manchester United
889,V. Lindelof,https://media.api-sports.io/football/players/889.png,Missing Fixture,Injury,Manchester United
19220,M. Mount,https://media.api-sports.io/football/players/19220.png,Missing Fixture,Leg Injury,Manchester United
909,M. Rashford,https://media.api-sports.io/football/players/909.png,Missing Fixture,Coach's decision,Manchester United
891,L. Shaw,https://media.api-sports.io/football/players/891.png,Missing Fixture,Calf Injury,Manchester United
328225,B. Gruda,https://media.api-sports.io/football/players/328225.png,Missing Fixture,Injury,Brighton
7600,Igor,https://media.api-sports.io/football/players/7600.png,Missing Fixture,Thigh Injury,Brighton
1361,F. Kadioglu,https://media.api-sports.io/football/players/1361.png,Missing Fixture,Toe Injury,Brighton
296,J. Milner,https://media.api-sports.io/football/players/296.png,Missing Fixture,Thigh Injury,Brighton
92993,M. Wieffer,https://media.api-sports.io/football/players/92993.png,Missing Fixture,Thigh Injury,Brighton
129643,E. Ferguson,https://media.api-sports.io/football/players/129643.png,Questionable,Ankle Injury,Brighton
305730,J. Hinshelwood,https://media.api-sports.io/football/players/305730.png,Questionable,Knee Injury,Brighton
22149,I. Sangare,https://media.api-sports.io/football/players/22149.png,Missing Fixture,Foot Injury,Nottingham Forest
18940,J. Stephens,https://media.api-sports.io/football/players/18940.png,Missing Fixture,Knock,Southampton
45078,R. Stewart,https://media.api-sports.io/football/players/45078.png,Missing Fixture,Thigh Injury,Southampton
304317,T. Dibling,https://media.api-sports.io/football/players/304317.png,Questionable,Ankle Injury,Southampton
20007,C. Chaplin,https://media.api-sports.io/football/players/20007.png,Missing Fixture,Knee Injury,Ipswich
19365,C. Ogbene,https://media.api-sports.io/football/players/19365.png,Missing Fixture,Calf Injury,Ipswich
19130,K. Phillips,https://media.api-sports.io/football/players/19130.png,Missing Fixture,Loan agreement,Ipswich
17579,S. Szmodics,https://media.api-sports.io/football/players/17579.png,Missing Fixture,Ankle Injury,Ipswich
278133,O. Bobb,https://media.api-sports.io/football/players/278133.png,Missing Fixture,Leg Injury,Manchester City
44,Rodri,https://media.api-sports.io/football/players/44.png,Missing Fixture,Knee Injury,Manchester City
626,J. Stones,https://media.api-sports.io/football/players/626.png,Questionable,Ankle Injury,Manchester City
95,B. Badiashile,https://media.api-sports.io/football/players/95.png,Missing Fixture,Thigh Injury,Chelsea
270507,C. Casadei,https://media.api-sports.io/football/players/270507.png,Missing Fixture,Coach's decision,Chelsea
2933,B. Chilwell,https://media.api-sports.io/football/players/2933.png,Missing Fixture,Coach's decision,Chelsea
22094,W. Fofana,https://media.api-sports.io/football/players/22094.png,Missing Fixture,Muscle Injury,Chelsea
329347,O. Kellyman,https://media.api-sports.io/football/players/329347.png,Missing Fixture,Muscle Injury,Chelsea
63577,M. Mudryk,https://media.api-sports.io/football/players/63577.png,Missing Fixture,Suspended,Chelsea
